,Area,Year,Area Harvested USDA (1000 HA),Production USDA (1000 MT),Yield USDA (MT/HA),Area Harvested FAO (1000 HA),Production FAO (1000 MT),Yield FAO (MT/HA),dewpoint_temperature_2m (°C),soil_temperature_level_1 (°C),soil_temperature_level_2 (°C),soil_temperature_level_3 (°C),soil_temperature_level_4 (°C),surface_net_solar_radiation_sum (J/m^2),temperature_2m (°C),temperature_2m_max (°C),temperature_2m_min (°C),total_evaporation_sum (mm),total_precipitation_sum (mm),u_component_of_wind_10m (m/s),v_component_of_wind_10m (m/s),volumetric_soil_water_layer_1 (vol fraction),volumetric_soil_water_layer_2 (vol fraction),volumetric_soil_water_layer_3 (vol fraction),volumetric_soil_water_layer_4 (vol fraction),precipitation (mm)
0,Kenya,1960,1050.0,1143.0,1.09,,,,15.9243195062936,26.95591096792888,26.91657926254237,26.90932145282176,26.94101253745196,529124298.3442499,24.2364281716504,31.358949106860734,18.246775029909426,-696.0987389739034,816.8507915764026,-1.7158020333178357,1.6288805915785671,0.1933376033374695,0.2194602186706372,0.2164912948252008,0.216762234126619,
1,Kenya,1961,1050.0,1270.0,1.21,750.0,940.0,1.2533,16.561341547620476,26.6555102301272,26.64822385077557,26.727530375773625,26.923847605381127,517689868.20725614,24.08982431167148,31.236868444660196,18.196873501002766,-784.8768921509451,1083.460766228669,-1.4515299363558851,1.4231168857292544,0.2162773875739513,0.2370106804839812,0.2232703242380014,0.2128229092308825,
2,Kenya,1962,1150.0,1397.0,1.21,900.0,1100.0,1.2222,15.53605081295342,26.98103069504869,26.895298793518435,26.767869834961548,26.53504160482611,532353635.4832716,24.2405485403203,31.63744493554493,17.842571618844044,-673.8482046845525,737.1307041521447,-1.548178182433621,1.4268866224241523,0.1841656434264202,0.2158348127586477,0.2280341861989524,0.2272616756519283,
3,Kenya,1963,1133.0,1400.0,1.24,1000.0,1250.0,1.25,16.18449500899023,26.62348959052668,26.60494456458421,26.65071726348636,26.75305334137539,514010231.6990388,23.985978982260505,30.9899391646605,18.09904037532965,-717.5927378681989,997.2403011868678,-1.4282090213541536,1.4690919350927365,0.205768271082476,0.2293877126940599,0.2262657491238914,0.2243081545292541,
4,Kenya,1964,1133.0,1270.0,1.12,1050.0,1230.0,1.1714,15.905193396921746,26.726709497260256,26.66696153600624,26.60576647018168,26.54352894287992,517920447.76267225,24.055407835047237,31.18465043453031,18.048842975092395,-685.2741413026987,753.9098797000674,-1.5376790077036329,1.557983276992317,0.1904276506359513,0.2207753199352898,0.2277642117422204,0.2259810613142966,
5,Kenya,1965,1133.0,1270.0,1.12,1214.0,1300.53,1.0713,15.40860211213691,27.2640108256918,27.198549212087645,27.116176940682887,27.018440958358514,538309661.7220919,24.411501881034557,31.72635289708785,18.12457313864323,-631.2897554586098,736.2436999693024,-1.6339378309350572,1.5538132635272464,0.1853918190755465,0.211299288674966,0.2079726800023063,0.2169525775790957,
6,Kenya,1966,1214.0,1451.0,1.2,1010.0,1090.0,1.0792,15.766082144227331,27.842478100300823,27.76973869615776,27.654099495655625,27.483692947797252,545499869.325481,24.922072644996177,32.22163585617421,18.65945713199139,-637.4398370020292,711.2954312682529,-1.6697091378671365,1.7016996499889363,0.1822160750047413,0.2087547629915725,0.2088601110197192,0.213410800886534,
7,Kenya,1967,1170.0,1633.0,1.4,1200.0,1440.0,1.2,15.656231415037828,26.947492425906177,26.950417971233502,27.06239504994569,27.333562582363715,536765629.9080644,24.18071416440992,31.39093177338,18.058349803124784,-692.5235026943445,924.4994840925394,-1.5461131028700767,1.4252341429104105,0.2002648705966964,0.2265195055549457,0.2221518748452191,0.2123270364521517,
8,Kenya,1968,1214.0,1600.0,1.32,1380.0,1730.0,1.2536,15.744045194045016,26.43651270639037,26.382176385427854,26.332546001414286,26.248887728357836,525483376.8747637,23.80678312735324,30.965824731078133,17.64757029279248,-733.1932495136672,874.9140894707837,-1.5489702058916548,1.4217384500458687,0.2013359301575877,0.2294243623095092,0.2346246975370124,0.2264251260922027,
9,Kenya,1969,1250.0,1400.0,1.12,1350.0,1720.0,1.2741,15.662591536591467,27.725939940731205,27.63642648806985,27.480987985904395,27.241383026254567,539333635.8746792,24.78580122385972,32.15074013781149,18.162860678152256,-566.8866896205359,546.3709588491733,-1.77415386279275,1.5823277015360426,0.1667426590314181,0.1958199450958066,0.1988455915895024,0.2158287972991758,
10,Kenya,1970,1255.0,1500.0,1.2,1200.0,1470.0,1.225,15.537700772309378,27.5599755768406,27.515569370788853,27.491522905817067,27.47803883808894,530802706.6611242,24.67309603676417,31.96453471659588,18.303873769742765,-581.5549497939103,692.0859181375379,-1.644550786606341,1.5589536514610598,0.1764932850496292,0.205083391987323,0.2031410503326266,0.2097507849935103,
11,Kenya,1971,1255.0,1300.0,1.04,1150.0,1400.0,1.2174,14.862425336430569,27.011395489872505,27.008122118541973,27.082944558773423,27.232589260508224,524772702.082773,24.216053147953485,31.6915107626112,17.877228978905293,-585.5469722156791,772.8233886729853,-1.609975008549977,1.41354213070479,0.1839651700208287,0.2080236640632554,0.2057317670474998,0.2085448395919938,
12,Kenya,1972,1250.0,1700.0,1.36,1300.0,1630.0,1.2538,15.86448123334795,27.517309674232184,27.448018643546305,27.368757167282546,27.29776504945541,526950261.2959785,24.709772499915815,32.037631111524895,18.57804320445427,-615.2000214088589,752.0962593788927,-1.7172270983513256,1.45708297117537,0.1863947639166829,0.2104057431758089,0.2050374417390788,0.2069725700560627,
13,Kenya,1973,1250.0,1600.0,1.28,1450.0,1870.0,1.2897,15.26775964915106,27.92020365982592,27.87179417628493,27.834945863329697,27.77119028599872,533665945.4211213,25.033437305743774,32.57026032712849,18.491467216942755,-564.7500078815433,616.9419715567659,-1.753394589179648,1.5925103004944337,0.1714011901148414,0.2007146151607732,0.2042830505658413,0.2062966472249675,
14,Kenya,1974,1250.0,1600.0,1.28,1450.0,1950.0,1.3448,14.94241042374066,27.404567888456665,27.3560340974286,27.3016978910246,27.252889914910245,530306726.8483477,24.526101706132497,31.725729656943347,18.23724983841689,-536.8445321558772,618.7433106072633,-1.9561457897679608,1.5885562092642358,0.1723617624765056,0.2006029314299756,0.2011297497148997,0.2022112266301311,
15,Kenya,1975,1100.0,1900.0,1.73,1450.0,2050.0,1.4138,15.255903531965302,27.20892971241908,27.180687209880748,27.20747555752992,27.302322452711937,522817689.37545633,24.4283471749216,31.69887904495296,18.11468841784365,-566.0664271726711,677.2180052176795,-1.741446751319286,1.6160178421443454,0.1772799214266142,0.2029635435725881,0.1988337065741747,0.1999729711134448,
16,Kenya,1976,1100.0,2195.0,2.0,1590.0,2600.0,1.6352,15.5013571773215,27.410273401736408,27.3659808812254,27.32985511401968,27.259222478784523,532215674.0480754,24.56935559568093,31.83683758643951,18.34620707022947,-582.1347788802331,663.8390355693273,-1.8087453236346027,1.621139333831155,0.1774071301389601,0.2008328349497299,0.1964937960509167,0.1985344531415927,
17,Kenya,1977,1100.0,2205.0,2.0,1570.0,2553.0,1.6261,16.693216874182113,26.467213439152147,26.44159289688754,26.4843869783998,26.64207988037643,503670292.8265135,24.11224337748756,31.171759829771226,18.335043137279897,-818.1510070583588,1143.0610969346465,-1.4175436835954722,1.4664367553350086,0.2252600450301966,0.2492880958751428,0.2412099841159253,0.2115305531826513,
18,Kenya,1978,1050.0,1895.0,1.8,1490.0,2169.0,1.4557,16.47695578329169,26.36296596376688,26.314207884817947,26.274338493895456,26.22974490011208,507544185.0539193,23.9578961294759,30.85260491786534,18.04876143683484,-798.3487785325159,948.866738881937,-1.5481671689999237,1.5101189821828171,0.2129285652339142,0.2415540656535756,0.2432217739652391,0.2267913273595281,
19,Kenya,1979,1080.0,1450.0,1.34,1350.0,1755.0,1.3,16.817380249957818,26.48471959722896,26.43062458551208,26.36230152531837,26.24870504030621,507700009.68543977,24.04811681485433,31.074107939804705,18.23812409552284,-803.9399064783137,928.6623544296308,-1.6401158140485157,1.5166682806811425,0.2111878064426204,0.2365330590310202,0.2379473474194892,0.2272386448045269,
20,Kenya,1980,1488.0,1636.0,1.1,1350.0,1620.0,1.2,15.655934965322244,27.71688508176986,27.641251990589392,27.53396658044006,27.404737447677025,535075109.25281024,24.88288021967693,32.2449415981085,18.58059808526414,-599.5336751762329,621.1386978521895,-1.85120420499076,1.6123620631893842,0.1748353299376938,0.2060660111249427,0.2077200959172611,0.2171618549643107,
21,Kenya,1981,1690.0,2501.0,1.48,1120.0,1768.0,1.5786,16.17268116211206,27.187210777371785,27.163054034374337,27.169452859094747,27.210341334649403,515372086.13771504,24.47866531621885,31.63371321279256,18.436780274763542,-672.1479170273806,828.9617251013083,-1.7809234183097091,1.491937434323084,0.1933724656847311,0.2185879215701359,0.2168443027914207,0.2026802014982743,686.870498
22,Kenya,1982,1720.0,2350.0,1.37,1208.0,2502.0,2.0712,16.453310529222588,27.081270029799757,27.05985005216989,27.10004647432243,27.21788416586908,516392014.41129154,24.450389533625184,31.524382368291924,18.542265864576084,-712.1946206631521,845.1998022130235,-1.6982562893574744,1.4411499408703994,0.2026720749702196,0.2231041867712358,0.2104533123756425,0.201425494722653,720.246722
23,Kenya,1983,1722.0,2030.0,1.18,1300.0,2300.0,1.7692,16.538266840085182,27.67607903083929,27.60109910700625,27.4943779406238,27.311944455783745,514894393.52767473,24.968675299971164,32.087539024291964,18.92909620343609,-645.1610294706663,741.2769998789973,-1.7288638276984898,1.557011225102632,0.1837312147834754,0.2093532448190813,0.209692629896477,0.2020545611508599,479.511974
24,Kenya,1984,1630.0,1729.0,1.06,985.0,1422.0,1.4437,15.040050529976478,27.417119356577896,27.403558242143472,27.442604465506708,27.529371251603056,531263381.6539689,24.574037166615277,31.870447414853235,18.255918145244525,-564.4294753145784,598.0873269179635,-1.9242178942797332,1.5810418002647524,0.1734402811316307,0.1988306559862207,0.1945610117088785,0.1962636248604199,482.326615
25,Kenya,1985,1790.0,2750.0,1.54,1411.0,2430.0,1.7222,15.66753139747398,26.798184509811776,26.74709927189245,26.69586430523833,26.676283029018432,511920038.22918135,24.197451277646085,31.30575030833997,18.21071615097593,-662.7227432490033,782.2034604636625,-1.715520650616347,1.5794684790402325,0.1923846781290373,0.2190038298399693,0.2171295404969533,0.2004612743608383,576.790508
26,Kenya,1986,1795.0,2825.0,1.57,1424.6,2898.0,2.0343,15.811958368658011,27.04168685577413,27.003225185016344,26.992039103576445,26.97265179382627,512627319.0829816,24.37880568195709,31.669782322956085,18.28837537806014,-641.6433857549978,805.3011249564868,-1.713956233206786,1.560908749580762,0.1907885616387522,0.2148117924377218,0.2076958188174363,0.2002308588989614,603.805893
27,Kenya,1987,1600.0,2450.0,1.53,1406.956,2415.6,1.7169,15.836390554876246,27.888538397272608,27.77977991987217,27.59787722401697,27.334450074957616,530622426.2375799,25.11611509738121,32.570409739956354,18.662032882736145,-608.4030184516196,652.824819780366,-1.809083744048954,1.559019924217344,0.1752399378517221,0.2074610874749585,0.2095453499282878,0.2025382305642974,498.166759
28,Kenya,1988,1820.0,2860.0,1.57,1450.939,2761.2,1.903,16.151423666481904,27.71324241312001,27.71223564834884,27.79202106315539,27.90942763035589,520439106.82794017,24.894948332535083,32.305802241986086,18.768469678640955,-612.4317960905854,793.333548983029,-1.7480715144252883,1.6797186481109163,0.1836954035925165,0.2078930730154756,0.2030526134858798,0.1991878059796727,671.571476
29,Kenya,1989,1815.0,2836.0,1.56,1420.0,2630.7,1.8526,15.909104607295442,26.866638746720696,26.83020113380726,26.82867525072412,26.905022399796835,510886221.4958036,24.258761974322454,31.51077553705457,18.20325489717561,-676.1418953703305,804.7207621099316,-1.6268113724969868,1.5417895717725016,0.1948100284085256,0.219715062505003,0.2123997890954876,0.2011800429229856,659.652501
30,Kenya,1990,1775.0,2200.0,1.24,1380.0,2289.6,1.6591,16.45121955859278,27.068484770072114,27.022956130139335,26.98771883633611,26.93761856844145,513531080.97661513,24.44271704593709,31.484488278897604,18.37712307609846,-707.5812421244544,820.4003199172234,-1.6426962265213112,1.6061220042438478,0.1971658945758469,0.221391953408231,0.2177061489952838,0.2038306128478964,694.287532
31,Kenya,1991,1725.0,2500.0,1.45,1310.0,2400.0,1.8321,16.032631962033747,27.65975672092998,27.60295691972477,27.53860790555109,27.466580116598248,523677761.64685184,24.765530065527248,31.934633764720285,18.56969213114505,-583.7751332318696,666.8064983369411,-1.6676091987472723,1.5194606773618355,0.1767245713873561,0.2012753968358828,0.1976127093347244,0.1982725805027481,542.439072
32,Kenya,1992,1750.0,2561.0,1.46,1407.0,2430.0,1.7271,15.698298421779924,27.54763785416801,27.532613501327045,27.559247390078863,27.60686532986937,516515238.8889554,24.662773804279496,31.833147323318357,18.4723636213082,-542.9706874933669,648.6967929162766,-1.7983847163077422,1.6230313485616297,0.1746549859351099,0.1997528738244397,0.1958334954513619,0.1940669572885581,565.598495
33,Kenya,1993,1740.0,1755.0,1.01,1343.5,2089.0,1.5549,15.703656494188737,27.331405131948586,27.27326443223035,27.189396540254226,27.10378804575896,524431332.8699982,24.5193055941441,31.74151857072089,18.283268521092904,-579.3390347479722,597.1122597037671,-1.857183199134089,1.636984408724544,0.1733421365424175,0.1993248701645693,0.1976596076454216,0.1927530211509641,501.261882
34,Kenya,1994,1740.0,2970.0,1.71,1500.0,3060.0,2.04,15.671235268679467,27.66817690195953,27.639838571758958,27.657580723294743,27.725316469977557,527760460.9176143,24.792023489076158,32.03492462883904,18.536021322560256,-586.7403795088964,764.392381480219,-1.7367240670980946,1.622828227668512,0.1824594108476413,0.2051667293151695,0.1956016463310918,0.1889432394664919,649.080087
35,Kenya,1995,1750.0,2600.0,1.49,1438.74,2698.863,1.8759,15.88715008976015,27.607887457977085,27.555966263098384,27.49628992462368,27.379058785929285,526590488.62943214,24.78993630321195,32.00686644694991,18.53459330029446,-615.7793222957874,647.9971300316748,-1.7984684941910318,1.6194740003468775,0.1776792663719469,0.2031043616296118,0.2036999916420056,0.1927764696804254,576.424974
36,Kenya,1996,1500.0,2160.0,1.44,1489.0,2160.0,1.4506,15.514162724950983,27.67536027118319,27.62654897261085,27.581929043230343,27.569545309909376,525823145.32529205,24.744043499000444,31.93924656964872,18.37009677853762,-527.3457297338164,584.983981023135,-1.8189759823089435,1.672649943114094,0.1676155472058913,0.1936580972157336,0.1899360025990259,0.1888787627904854,513.892926
37,Kenya,1997,1575.0,2250.0,1.43,1504.82,2214.0,1.4713,15.791697326695376,27.223612833041145,27.2117062186186,27.28264481572244,27.454199483455337,521021595.2274979,24.53108775329396,31.713555747232007,18.45908542460666,-656.9513185455587,990.919921133958,-1.7470184127734891,1.5242998961355976,0.2017005266314811,0.2288595748077099,0.220998443578212,0.1914965115124357,970.865834
38,Kenya,1998,1600.0,2400.0,1.5,1475.74,2464.101,1.6697,16.631995513238977,27.06222317276508,26.97112287902363,26.82015812460721,26.602377221913866,517044906.9933245,24.567198620995622,31.479203676322477,18.54133733735181,-761.401839225321,825.8734372071847,-1.5761465447300502,1.6002954911115344,0.1978474697301045,0.2318459688146347,0.249643993154826,0.2369819608210339,608.109951
39,Kenya,1999,1600.0,2250.0,1.41,1567.24,2322.14,1.4817,15.137030497002598,27.57589405992313,27.56043128497733,27.585106355225157,27.61884162772084,532583343.3083224,24.611776754961497,31.797077672068664,18.27622357850522,-523.4834321966949,538.5341600429463,-1.8595971705242815,1.7986890540044609,0.164891981437724,0.190478034101503,0.1886137698595951,0.2148204687753964,531.5369047
40,Kenya,2000,1570.0,2160.0,1.38,1500.0,2160.0,1.44,14.646809081440813,28.004877480302454,27.951029585767127,27.87669142707151,27.780338660075245,547708837.400076,24.93899178976477,32.293552431194655,18.3565921050046,-470.0918139205785,461.9041595516187,-1.8374197357863051,1.750149175813427,0.1553453468679121,0.1812242439142936,0.1807997069269846,0.1995480829308135,433.733449
41,Kenya,2001,1690.0,2792.0,1.65,1640.0,2790.0,1.7012,15.532559282990874,27.65317937138511,27.61947977981684,27.615327742325672,27.65457803218086,529045809.6836943,24.75290382419181,31.934347275669637,18.435783161083396,-562.3825700832587,665.5639838724636,-1.7043467958193308,1.708532898138002,0.1745047257239286,0.1996637755137602,0.1930399853778178,0.1962722613631191,573.71005
42,Kenya,2002,1590.0,2430.0,1.53,1592.315,2408.596,1.5126,15.819990787276724,27.629647773340363,27.600029559195917,27.59579524873088,27.57462859983249,528946874.91840553,24.80363950563476,31.98761135967536,18.62551617133288,-600.7862121243423,694.185957271954,-1.768419098360715,1.6813974702942789,0.1767794853253447,0.2011639652879887,0.1912931847119171,0.1876463316520261,680.065985
43,Kenya,2003,1670.0,2710.0,1.62,1670.914,2710.848,1.6224,15.566632735919129,27.92249536826922,27.86387907790547,27.806519402850277,27.77118452137661,537633398.4111909,25.030186021313423,32.3368421382571,18.57073616499061,-565.8151478556621,606.2425177617192,-1.7850253438641444,1.658137225463492,0.1704198162449634,0.2001246419241238,0.1949498712511899,0.187232755688962,602.304893
44,Kenya,2004,1351.0,2607.0,1.93,1351.327,2607.139,1.9293,15.57118653492484,27.849997344943706,27.81180429042487,27.798104780833032,27.80097118645372,535317440.8067866,24.950498819060854,32.24715529580562,18.68857211624381,-565.8611465365714,648.9163933435177,-1.7889774805205707,1.68775027664958,0.1733594947461338,0.1992968795496579,0.1900665278047585,0.1845198481443978,583.244429
45,Kenya,2005,1771.0,2906.0,1.64,1771.123,2905.559,1.6405,15.104476102558325,28.24526523596121,28.17489695081589,28.07373809113869,27.930968457191085,539887002.5276572,25.28142289573211,32.833873336895074,18.60330964021968,-496.24541523030297,515.8399765247719,-1.9442622093727675,1.7658003560840465,0.1591788816030447,0.1902542911749195,0.1901277920892146,0.1828702744810136,456.553387
46,Kenya,2006,1888.0,3247.0,1.72,1888.185,3247.2,1.7197,16.026527858273138,27.672489827630603,27.67894243324319,27.7805364506666,27.980404643707683,520322086.7879689,24.891646022838387,32.174531787601126,18.80243333543332,-624.086061870577,860.639937854266,-1.7413140684958572,1.6896543108982385,0.1902434869561632,0.2125155522404044,0.1973623489362587,0.1822809092667041,812.41623
47,Kenya,2007,1615.0,2930.0,1.81,1615.304,2928.793,1.8132,15.958146215338791,27.67002779777718,27.59384376905184,27.50426130858645,27.399133549021684,528423333.0458649,24.978559257587232,32.37434070561395,18.67388539258157,-646.9523921793356,657.4675104192404,-1.7235892162104005,1.634486941315686,0.1803077306300038,0.2105486185679106,0.2111314238101619,0.1942767720667679,593.715994
48,Kenya,2008,1794.0,2367.0,1.32,1700.0,2367.237,1.3925,15.237987745498463,27.832576139554902,27.772844611493785,27.70390699167444,27.621392617641742,534792540.141094,24.93906261107155,32.36309480036912,18.518071368570585,-534.9683780779544,570.9972292394918,-1.8271697182038225,1.6921785744051718,0.1663118610861775,0.1954120570065163,0.1898056123001239,0.1880067820990513,526.040546
49,Kenya,2009,1885.0,2439.0,1.29,1884.368,2439.0,1.2943,15.29770373174076,28.464193325926782,28.43186767169116,28.41355743025073,28.34603506753687,542719289.5113117,25.395564145713603,32.74341594286181,18.943064999797887,-465.1710006928037,482.1164963548056,-2.011785007975732,1.740567498637341,0.156511385035523,0.1830624512495392,0.1792207913627223,0.1812277467229216,503.860306
50,Kenya,2010,2008.0,3465.0,1.73,2008.346,3464.541,1.7251,15.96819017073633,27.97471285350441,27.918548118947616,27.85941784603044,27.818326485932392,526134684.7135431,25.19205490061256,32.40707913083911,18.987832074483794,-595.1993158314754,703.9477154093307,-1.774451266115781,1.7653183023994017,0.1782383484598124,0.2074954747619274,0.1997653400178393,0.1852392886762899,623.088944
51,Kenya,2011,2132.0,3377.0,1.58,2131.887,3376.862,1.584,15.591625606942223,28.142053834125637,28.13771843098992,28.214896512634294,28.40295301860124,533313356.492861,25.19647358440506,32.683012523960606,18.81477646353221,-556.1470330325312,716.4467620591184,-1.7048140443422704,1.631104903409578,0.178259026667036,0.2021397131333429,0.1913905792050454,0.1832962550180659,657.6246659999999
52,Kenya,2012,2159.0,3750.0,1.74,2159.322,3749.88,1.7366,15.46291402321008,28.066913185886417,28.015015992934167,27.963322438304655,27.85636034243794,543085078.9049824,25.15697706454057,32.58237110002736,18.56671477228097,-579.5032045756683,698.5964001355827,-1.614799359977619,1.5962106690274618,0.1733869884369124,0.2020950348823441,0.2043062259980166,0.1911160543099781,649.3349725
53,Kenya,2013,2123.0,3593.0,1.69,2123.138,3592.688,1.6922,15.853355283091934,27.66602988557944,27.609451012692507,27.573636514567244,27.581852043185467,525200899.71426994,24.94429284486945,32.225285571568314,18.796320985255253,-642.2525643872401,770.1623607383124,-1.6475610937236798,1.689527609762634,0.1851308261516389,0.2137797334396736,0.2085954410284955,0.1952205078760928,670.94712
54,Kenya,2014,2116.0,3513.0,1.66,2116.141,3513.171,1.6602,15.820639490716635,28.087784856405676,28.0253729716548,27.95887712004935,27.87559595121354,531813445.7998089,25.245993539358352,32.574193183586026,18.855316296358257,-593.9683319387143,633.9252270143788,-1.7308022831651175,1.6521420246900564,0.1744675401884637,0.2036532500585084,0.1970806652990543,0.1919774544324699,577.782219
55,Kenya,2015,2098.0,3825.0,1.82,2098.24,3825.0,1.823,15.71993290379856,28.223583317627188,28.18649988634643,28.18563234868925,28.19064889284135,540471626.1362852,25.384147554704203,32.7525004580612,19.079366328787525,-611.0993197675324,742.8273770712799,-1.6821131408015255,1.5842619551921198,0.1816991556337416,0.2075613304388459,0.1978688392661923,0.1891105493077084,673.1562885999999
56,Kenya,2016,2338.0,3339.0,1.43,2337.586,3339.0,1.4284,15.622974607203725,28.41868213218787,28.362382257466734,28.29451452601525,28.20750438800411,535683093.7287548,25.51619145383452,32.77049664529984,19.136718820497947,-545.1088714198747,577.7392999886883,-1.856487146596844,1.7219504722986465,0.1661557500689329,0.1989508388322411,0.2013465230991336,0.1916414873859677,535.716361
57,Kenya,2017,2086.0,3186.0,1.53,2086.178,3186.0,1.5272,15.33674917983084,28.552672228385894,28.49844874217787,28.4522223003786,28.427179235027623,543360936.7258528,25.57987403179327,32.9537282843451,19.141809791791815,-521.3866904909061,581.0148410158641,-1.8447984386976035,1.683484715634721,0.1646171593595543,0.1940170727218431,0.1884751961538549,0.1851996152841477,552.601164
58,Kenya,2018,2273.0,4014.0,1.77,2273.283,4013.77744,1.7656,16.04609301223296,27.435947645710232,27.40181744497626,27.417693322711315,27.488664621117834,520683736.1062181,24.775275492243903,31.982317995860743,18.593867170892903,-679.8900930774757,856.3335611970766,-1.6289178476116133,1.6085439299167554,0.1933263181020863,0.2231527441617917,0.2201594306520481,0.1970248339661292,883.419573
59,Kenya,2019,2296.0,3582.0,1.56,2296.174,3582.0,1.56,16.314117722586875,28.26003523520164,28.220488043649315,28.219434433878423,28.26501890789772,524704068.8967127,25.50582686830178,32.800378870600504,19.366050063686373,-648.0946419881203,845.6399606176201,-1.682753782990669,1.572515573569847,0.1899856440504511,0.2167532394962325,0.2072710518752761,0.1962373660553168,833.360528
60,Kenya,2020,2136.0,3789.0,1.77,2135.741,3789.0,1.7741,16.7659459389113,27.61082775155333,27.536768268405684,27.443427295264456,27.323630581223277,513952085.780788,25.0509613269882,32.26568232522306,18.96796891633686,-744.0558527501931,927.5407462776298,-1.3987480575357767,1.5944558255146652,0.1990869509271916,0.2306003493758432,0.2339838256541559,0.2168442003140772,843.6063389999999
61,Kenya,2021,2169.0,3303.0,1.52,2168.603,3303.0,1.5231,15.18414933154508,28.509985662408752,28.44967860381736,28.370154396551357,28.19290515363693,532591571.429989,25.42545387246376,32.7597206419071,19.003307839892965,-462.7565048846673,469.1212259707354,-1.7973432425093498,1.746816495970994,0.1560571554042093,0.1882066367303569,0.1919490747007352,0.2059738658911666,542.155128
62,Kenya,2022,2156.0,3087.0,1.43,2156.376,3087.0,1.4316,14.93519383924117,28.49024512047825,28.4624852191312,28.4537925732327,28.497029350768244,533382689.8741711,25.32008251888992,32.58226757406834,18.82256877785749,-410.9800976816056,409.4953923699268,-1.818151729801508,1.744262822971355,0.1489876317280445,0.1820852419406547,0.1818063789093534,0.193327253048622,531.87995
63,Kenya,2023,2000.0,3700.0,1.85,,,,15.890686935584348,28.29941502986726,28.26196130855456,28.26264862158136,28.323880422509173,527895771.4556191,25.36283830608738,32.6875779635295,19.10358329779858,-555.9525387600938,695.1940518637468,-1.741877855779905,1.5054618014881036,0.1738342711129783,0.2036588250095509,0.196415315795891,0.188440633000942,859.775128
